[2026-03-21 02:01:55] [PACKET] SERVER -> CLIENT | Server message | Len=49 | C1 31 0D 01 B0 3B 35 1D 00 5B 50 68 6F 5B 50 68 6F 65 6E 69 78 5D 20 48 6F 6D 65 20 50 61 67 65 3A 20 50 68 6F 65 6E 69 78 2E 63 6F 6D 00 49 4E 00 
[2026-03-21 02:01:55] [PACKET] SERVER -> CLIENT | Unknown packet | Len=44 | C1 2C FB AD 56 01 00 00 61 64 6D 69 6E 00 00 00 00 00 19 61 64 6D 69 6E 00 00 00 00 00 FF 41 44 4D 49 4E 00 00 00 00 00 20 40 66 1C 
[2026-03-21 02:01:55] [PACKET] SERVER -> CLIENT | Unknown packet | Len=16 | C1 10 FB DC 00 00 00 00 00 00 00 00 00 00 00 00 
[2026-03-21 02:01:55] [PACKET] SERVER -> CLIENT | Character stats | Len=81 | C3 51 00 F3 03 90 7F 00 00 F0 59 D1 E3 90 05 FF E7 BE 02 FF 7F FF 7F FF 7F FF 7F D5 16 D8 16 A2 16 A2 16 2C 8C 2C 8C 99 39 32 73 19 00 99 77 DB 15 04 20 69 F7 59 00 00 00 00 00 59 00 05 00 00 00 0A 04 00 00 00 00 00 00 00 00 00 00 54 06 29 00 
[2026-03-21 02:01:55] [PACKET] SERVER -> CLIENT | Initialize inventory | Len=131 | C4 00 83 01 F3 10 0F 00 01 11 28 00 00 50 00 03 0F 6F 7F 7F 00 80 00 04 17 4C 68 00 00 90 00 05 17 56 6B 00 00 A0 00 06 0F 4F 6C 7F 00 B0 00 07 06 6F E5 7F 00 C0 00 0C 10 00 01 00 00 E0 00 0D 0D 00 01 00 00 E0 00 0E 09 11 5D 00 00 50 00 0F 03 10 FF 00 00 E0 00 10 03 10 F5 00 00 E0 00 12 0F 00 0F 00 00 C0 00 13 01 00 FF 00 00 D0 00 21 19 EF 83 7F 00 00 6D 22 19 EF 83 7F 00 00 6D 19 00 40 8A 
[2026-03-21 02:01:55] [PACKET] SERVER -> CLIENT | Unknown packet | Len=30 | C1 1E F3 11 08 00 00 39 01 01 49 01 02 43 03 03 44 04 04 45 05 05 46 06 06 47 07 07 0E 06 
[2026-03-21 02:01:55] [PACKET] SERVER -> CLIENT | Unknown packet | Len=6 | C1 06 A0 06 FF FF 
[2026-03-21 02:01:55] [PACKET] SERVER -> CLIENT | Meet player | Len=65 | C2 00 41 12 01 B9 6C 90 7F 60 01 FF FF 77 FF 12 4E 00 B4 48 00 A0 FF 00 00 00 00 00 00 00 00 00 00 41 44 4D 49 4E 00 00 00 00 00 90 7F 04 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
[2026-03-21 02:01:55] [PACKET] SERVER -> CLIENT | Unknown packet | Len=5 | C1 05 B2 19 00 
[2026-03-21 02:01:55] [PACKET] SERVER -> CLIENT | Unknown packet | Len=5 | C1 05 B8 01 00 
[2026-03-21 02:01:55] [PACKET] SERVER -> CLIENT | Unknown packet | Len=8 | C1 08 FB 05 01 FF 05 00 
[2026-03-21 02:01:55] [PACKET] SERVER -> CLIENT | Unknown packet | Len=8 | C1 08 FB 07 01 FF 01 00 
[2026-03-21 02:01:55] [PACKET] SERVER -> CLIENT | Unknown packet | Len=12 | C1 0C FB 06 01 40 66 1C BE 02 00 00 
[2026-03-21 02:01:55] [PACKET] SERVER -> CLIENT | Unknown packet | Len=36 | C1 24 FB 0E 08 71 5F 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
[2026-03-21 02:01:55] [PACKET] SERVER -> CLIENT | Unknown packet | Len=6 | C2 00 06 FB FB 00 
[2026-03-21 02:01:55] [PACKET] SERVER -> CLIENT | Server message | Len=69 | C1 45 0D 01 00 00 00 00 00 00 00 00 00 5B 4C 75 63 6B 79 20 57 68 65 65 6C 5D 3A 20 44 6F 6E 27 74 20 66 6F 72 67 65 74 20 79 6F 75 20 6E 65 65 64 20 73 70 61 63 65 20 66 6F 72 20 69 74 65 6D 73 00 00 00 00 
[2026-03-21 02:01:55] [PACKET] SERVER -> CLIENT | Unknown packet | Len=8 | C1 08 FB FC 64 00 00 00 
[2026-03-21 02:01:55] [PACKET] SERVER -> CLIENT | Unknown packet | Len=48 | C1 30 FB 00 01 44 61 6D 61 67 65 00 C0 89 DA 03 01 00 00 00 6C 39 00 00 7C F4 19 00 76 7A 5F 00 14 00 00 00 64 00 00 00 05 00 00 00 00 F4 19 00 
[2026-03-21 02:01:55] [PACKET] SERVER -> CLIENT | Unknown packet | Len=48 | C1 30 FB 00 02 46 72 65 65 20 50 6F 69 6E 74 73 00 00 00 00 6C 39 00 00 7C F4 19 00 76 7A 5F 00 14 00 00 00 64 00 00 00 05 00 00 00 00 F4 19 00 
[2026-03-21 02:01:55] [PACKET] SERVER -> CLIENT | Unknown packet | Len=48 | C1 30 FB 00 03 53 75 6D 6D 6F 6E 20 50 65 74 00 00 00 00 00 6C 39 00 00 7C F4 19 00 76 7A 5F 00 64 00 00 00 64 00 00 00 05 00 00 00 00 F4 19 00 
[2026-03-21 02:01:55] [PACKET] SERVER -> CLIENT | Unknown packet | Len=48 | C1 30 FB 00 04 57 69 6E 67 73 20 44 61 6D 61 67 65 20 50 6C 75 73 00 00 7C F4 19 00 76 7A 5F 00 0A 00 00 00 32 00 00 00 05 00 00 00 00 F4 19 00 
[2026-03-21 02:01:55] [PACKET] SERVER -> CLIENT | Unknown packet | Len=48 | C1 30 FB 00 05 46 69 6E 61 6C 20 4D 61 6E 61 00 65 20 50 6C 75 73 00 00 7C F4 19 00 76 7A 5F 00 01 00 00 00 1E 00 00 00 05 00 00 00 01 F4 19 00 
[2026-03-21 02:01:55] [PACKET] SERVER -> CLIENT | Unknown packet | Len=48 | C1 30 FB 00 06 49 67 6E 6F 72 65 20 44 65 66 65 6E 63 65 00 75 73 00 00 7C F4 19 00 76 7A 5F 00 01 00 00 00 0A 00 00 00 05 00 00 00 01 F4 19 00 
[2026-03-21 02:01:55] [PACKET] SERVER -> CLIENT | Unknown packet | Len=48 | C1 30 FB 00 07 52 65 73 65 74 20 4C 65 76 65 6C 00 63 65 00 75 73 00 00 7C F4 19 00 76 7A 5F 00 01 00 00 00 14 00 00 00 05 00 00 00 00 F4 19 00 
[2026-03-21 02:01:55] [PACKET] SERVER -> CLIENT | Unknown packet | Len=48 | C1 30 FB 00 08 54 65 6C 65 70 6F 72 74 00 65 6C 00 63 65 00 75 73 00 00 7C F4 19 00 76 7A 5F 00 01 00 00 00 01 00 00 00 01 00 00 00 00 F4 19 00 
[2026-03-21 02:01:55] [PACKET] SERVER -> CLIENT | Unknown packet | Len=48 | C1 30 FB 00 09 43 72 69 74 69 63 61 6C 20 44 61 6D 61 67 65 20 52 61 74 65 00 19 00 76 7A 5F 00 01 00 00 00 0A 00 00 00 05 00 00 00 01 F4 19 00 
